pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,st_lum,st_logg,ESI,isHabitable
Kepler-304 b,1,4,3.295709,0.039,2.86,8.55,4731,0.69,0.8,-0.662,4.63,0.22739883,0
Kepler-588 b,1,1,4.22162536,0.052,2.63,7.41,5835,1,1.01,0.207,4.44,0.227316206,0
K2-75 b,1,2,7.8142,0.081,2.67,7.61,5995,1.56,1.16,0.349,4.12,0.227186473,0
Kepler-1054 b,1,1,4.30655689,0.054,2.63,7.41,6209,1.34,1.22,0.369,4.26,0.22718034,0
Kepler-760 b,1,2,8.70419416,0.0772,3.06,9.59,5322,0.85,0.89,-0.28,4.54,0.227025363,0
K2-330 b,1,1,13.774798,,2.77,8.1,6232,1.5,1.23,0.477,4.18,0.226962932,0
Kepler-410 A b,2,1,17.833648,0.1226,2.838,8.44,6273,1.35,1.21,0.435,4.26,0.226765197,0
Kepler-1665 b,1,1,11.9548,0.1006,2.839,8.44,5049.84,0.78,0.84,-0.45,4.58,0.226754005,0
Kepler-874 b,1,1,40.0686727,0.2234,3.94,14.7,6020,1.13,1.09,0.138,4.37,0.226714638,0
Kepler-1772 b,1,1,3.21509004,0.0418,2.686,7.68,5541,0.93,0.94,0.472,4.47,0.226572864,0
Kepler-880 b,1,2,7.71468975,0.0915,2.66,7.56,6761,1.74,1.46,0.666,4.12,0.226545118,0
Kepler-1807 b,1,1,10.86060047,0.0988,2.704,7.77,6455,1.5,1.09,0.603,4.12,0.226542176,0
Kepler-221 c,1,4,5.690586,0.059,2.93,15.1,5243,0.82,0.82,-0.404,4.54,0.226449508,0
Kepler-244 b,1,3,4.311792,0.05,2.76,8.05,5554,0.8,0.96,-0.256,4.58,0.226404062,0
TOI-2545 b,1,1,7.994037,,2.75,8,5846.29,1.25,1.06,0.218,4.27,0.226384031,0
TOI-251 b,1,1,4.93777,0.05741,2.74,317.83,5875,0.88,1.04,-0.08,4.56,0.226359522,0
Kepler-1041 b,1,1,24.7576421,0.1688,2.94,8.96,5957,1.08,1.06,0.489,4.4,0.226262531,0
Kepler-664 b,1,1,2.52559332,0.0374,2.66,7.56,5754,1.02,1.01,-0.111,4.43,0.22624298,0
Kepler-1543 b,1,1,6.96710269,0.0867,2.71,7.8,6561,1.65,1.39,0.487,4.14,0.226030945,0
Kepler-694 b,1,1,6.36584161,0.0659,2.8,8.25,5700,0.95,0.97,-0.078,4.47,0.225935992,0
TOI-451 c,2,3,9.192522,0.0823,3.1,9.8,5550,0.88,0.95,-0.189,4.56,0.225889082,0
Kepler-506 b,1,1,6.8834055,0.075,2.73,7.9,6236,1.19,1.19,0.288,4.36,0.225796482,0
Kepler-210 b,1,2,2.453234,0.032,2.94,8.96,4559,0.65,0.77,-0.799,4.66,0.225774928,0
Kepler-107 e,1,4,14.749143,0.12638,2.903,14.1,5854,1.45,1.24,0.364,4.21,0.22564963,0
Kepler-228 c,1,3,4.134444,0.052,2.7,7.75,6043,1.01,0.95,0.111,4.47,0.225639168,0
Kepler-1641 b,1,2,19.672266,0.1473,3.11,9.85,6152,1.19,1.12,0.131,4.34,0.225421441,0
Kepler-559 b,1,1,17.58752333,0.1277,3.61,12.7,5630,0.95,0.96,-0.121,4.47,0.225282039,0
Kepler-1738 b,1,1,7.67463016,0.0781,2.825,8.37,6063,1,1.08,-0.005,4.47,0.225204259,0
Kepler-549 d,1,3,24.61480613,0.1575,4.2,16.4,5312,0.99,0.86,-0.306,4.38,0.224927425,0
HD 94771 b,1,1,2164,3.48,14.2,169,5631,1.9,1.2,0.516,3.94,0.224886427,0
Kepler-314 c,1,2,5.960392,0.064,2.9,8.75,5378,0.95,1.02,-0.226,4.46,0.224856272,0
Kepler-275 d,1,3,35.676062,0.224,3.33,11.1,6165,1.38,1.16,0.449,4.23,0.224750175,0
TOI-2000 b,1,2,3.09833,0.04271,2.7,11,5611,1.13,1.08,0.06,4.36,0.224606017,0
HD 63935 b,1,2,9.058811,,2.99,10.8,5534,0.96,0.93,-0.098,4.38,0.224518012,0
Kepler-1727 b,1,1,9.02929974,0.0796,3.173,10.2,5349,0.82,0.82,-0.251,4.53,0.224265727,0
Kepler-224 c,1,4,5.925003,0.058,3.12,9.91,5018,0.68,0.82,-0.514,4.64,0.224223906,0
Kepler-627 b,1,1,40.6994443,0.2327,3.73,13.4,6424,1.49,1.3,0.385,4.21,0.224205013,0
Kepler-123 b,1,2,17.232366,0.135,2.94,55.3,6089,1.26,1.01,0.41,4.28,0.22411902,0
Kepler-1502 b,1,1,41.7083629,0.2482,3.18,10.2,6666,1.72,1.44,0.742,4.13,0.22411317,0
Kepler-359 b,1,3,25.563222,0.178,3.53,12.2,6248,1.09,1.14,-0.097,4.43,0.223937617,0
K2-188 c,1,2,7.810253,0.0785,2.83,8.4,5977,1.19,1.06,0.211,4.31,0.223800745,0
Kepler-557 b,1,1,3.70598955,0.0469,2.67,7.61,6068,1.16,1.11,0.728,4.35,0.22373413,0
Kepler-143 c,1,2,27.082511,0.181,3.37,11.3,5848,1.36,1.06,0.294,4.2,0.223617669,0
Kepler-302 b,1,2,30.184104,0.193,4.06,15.5,5740,1.22,1.02,0.049,4.29,0.223551774,0
Kepler-305 c,1,4,8.291,0.0752,3.3,6,5117,0.8,0.76,-0.423,4.51,0.223512615,0
Kepler-1724 b,1,1,6.45442009,0.0683,2.837,8.43,6092,0.94,1.02,0.055,4.5,0.223369862,0
TOI-1062 c,1,2,7.972,0.08,3.1,9.78,5328,0.84,0.94,-0.274,4.55,0.223261336,0
Kepler-476 b,1,1,14.00640607,0.1126,3.08,9.69,5837,1.09,1.03,0.095,4.38,0.223160715,0
GJ 436 b,1,1,2.64388312,0.0291,4.17,22.1,3586.11,0.46,0.47,-1.585,4.79,0.223158174,0
Kepler-1405 b,1,1,28.2274184,0.1778,3.96,14.9,5925,1.07,1.05,0.022,4.4,0.223050216,0
Kepler-25 b,2,3,6.238297,0.0685,2.748,8.7,6103,1.32,1.17,0.467,4.28,0.222974971,0
Kepler-1728 b,1,1,4.78299999,0.0535,2.955,9.04,5170,0.81,0.89,-0.416,4.57,0.222950172,0
Kepler-172 c,1,4,6.388996,0.068,2.86,8.55,5526,1.08,1,-0.032,4.38,0.222658551,0
K2-285 c,1,4,7.138048,0.0824,3.53,15.68,4975,0.79,0.83,-0.422,4.4,0.222370769,0
V1298 Tau e,3,4,60,0.308,8.74,368.68095,5050,1.34,1.1,-0.02,4.25,0.222276603,0
Kepler-1656 b,1,2,31.562,0.1974,4.52,47.8,5569,1.1,1.03,0.021,4.4,0.222066849,0
TOI-1136 c,1,6,6.25725,,2.879,8.64,5770,0.97,1.02,-0.021,4.47,0.222028643,0
Kepler-1921 b,1,2,20.03479958,0.1557,2.895,8.72,6120,2,1.25,0.806,3.93,0.221936513,0
Kepler-487 d,1,3,2.41839004,0.0337,2.775,8.12,5422,0.89,0.87,-0.173,4.48,0.221868115,0
Kepler-414 c,1,2,7.171,0.0699,3.01,29.9,5536,0.95,0.89,-0.169,4.47,0.221439085,0
Kepler-277 b,1,2,17.324,0.1385,2.92,87.3,5946,1.69,1.12,0.568,4.03,0.221278949,0
Kepler-227 b,1,2,9.488015,0.09,3.11,9.85,5854,1.09,0.92,-0.121,4.4,0.221263049,0
Kepler-325 b,1,3,4.544439,0.053,2.91,8.8,5752,1,0.92,-0.255,4.41,0.221187292,0
Kepler-278 c,1,2,51.078775,0.294,3.59,12.6,4991,2.94,1.08,0.62,3.62,0.221049953,0
Kepler-912 b,1,1,2.53475627,0.0339,2.8,8.25,5998,1.11,1.07,0.552,4.37,0.220910438,0
Kepler-606 b,1,1,24.31575992,0.17,3.31,11,6161,1.22,1.13,0.254,4.32,0.220811838,0
Kepler-480 b,1,1,4.9195838,0.0605,2.78,8.15,6322,1.34,1.25,0.478,4.28,0.22069046,0
K2-36 c,1,2,5.340888,0.05528,3.2,7.9,4916,0.72,0.79,-0.57,4.62,0.220565391,0
Kepler-1670 b,1,1,20.4998,0.1528,3.356,11.2,5838,1.52,1.05,0.383,4.1,0.220505066,0
Kepler-586 b,1,1,2.10472218,0.0331,2.79,8.2,5575,0.92,0.94,-0.141,4.5,0.220458039,0
Kepler-229 c,1,3,16.068638,0.117,4.92,21.5,5120,0.73,0.8,-0.538,4.63,0.220327518,0
Kepler-585 b,1,1,2.75235975,0.0375,2.83,8.4,5593,0.93,0.96,-0.163,4.49,0.219861713,0
Kepler-1057 b,1,1,14.08827448,0.1138,3.36,11.2,5987,1.1,1.07,-0.006,4.38,0.219828748,0
Kepler-769 b,1,2,7.42608998,0.0778,2.92,8.85,6186,1.28,1.19,0.179,4.3,0.219751409,0
TOI-1130 b,1,2,4.066499,0.04394,3.65,12.9,4250,0.69,0.68,-0.854,4.6,0.219739385,0
Kepler-104 b,2,3,11.427548,0.094,3.1,19.6,5711,1.35,0.81,0.089,4.11,0.21962943,0
Kepler-736 b,1,1,3.60147201,0.0428,2.93,8.91,5217,0.81,0.86,-0.35,4.56,0.219589154,0
Kepler-791 b,1,1,14.5539759,0.1256,3.05,9.53,6383,1.47,1.3,0.403,4.21,0.219587795,0
Kepler-142 c,1,3,4.761702,0.057,2.86,8.55,5790,1.27,0.99,0.107,4.26,0.219404882,0
Kepler-465 b,1,1,9.94067247,0.0953,2.95,9.01,6310,1.29,1.23,0.338,4.31,0.218943709,0
Kepler-1099 b,1,1,2.16845259,0.0337,2.83,8.4,5837,1,1.01,-0.119,4.45,0.218584427,0
Kepler-1518 c,1,2,9.6310258,0.0905,2.9,8.75,6432,1.34,1.06,0.691,4.21,0.218532875,0
Kepler-219 c,1,3,22.714613,0.165,3.58,12.5,5786,1.49,1.17,0.214,4.16,0.218470161,0
Kepler-1878 b,1,1,4.44587994,0.0521,2.92,8.86,5918,0.86,0.96,0.187,4.54,0.218312709,0
Kepler-11 e,1,6,31.9996,0.195,4.19,8,5663,1.06,0.96,0.12,4.37,0.218088207,0
Kepler-1715 b,1,1,35.59730148,0.2178,4.14,16,6212,1.21,1.08,0.417,4.31,0.217988172,0
Kepler-1778 b,1,1,10.08740044,0.0956,3.017,9.36,6310,1.09,1.14,0.098,4.42,0.217920489,0
Kepler-264 b,1,2,40.806231,0.249,3.33,11.1,6158,1.55,1.46,0.689,4.15,0.217903461,0
Kepler-350 c,1,3,17.849,0.1385,3.1,6.1,6492.3,1.25,1,0.428,4.24,0.217768039,0
TOI-1246 b,1,4,4.30744,0.049,3.01,8.1,5151,0.86,0.87,-0.316,4.4,0.217742151,0
HIP 9618 b,1,2,20.772907,0.1438,3.9,10,5609,0.97,1.02,-0.075,4.45,0.21773858,0
Kepler-463 b,1,1,8.98101683,0.078,3.05,9.53,5661,0.9,0.87,0.079,4.47,0.217710211,0
Kepler-647 c,1,2,29.6663,0.1827,4.001,15.1,5906.74,1.55,1.07,0.418,4.09,0.217705948,0
Kepler-1915 b,1,1,13.83539963,0.114,3.218,10.4,6020,1.06,1.03,0.061,4.4,0.21767733,0
Kepler-612 b,1,1,3.72215641,0.0452,2.84,8.45,5693,0.96,0.98,0.305,4.46,0.217645962,0
HD 183579 b,1,1,17.471278,0.1334,3.55,19.7,5788,0.99,1.03,0.012,4.5,0.217493672,0
KOI-142 b,1,3,10.91647,0.098,3.438,9.5,5466,0.9,0.99,-0.165,4.53,0.217236353,0
HIP 94235 b,2,1,7.713057,0.0787,3,379,5991,1.08,1.09,0.138,4.46,0.21722333,0
Kepler-216 c,1,2,17.406669,0.136,3.04,9.48,6091,1.26,1.11,0.518,4.28,0.217211753,0
Kepler-1239 b,1,1,5.19104016,0.0625,2.9,8.75,6564,1.57,1.4,0.447,4.2,0.217167861,0
Kepler-457 d,1,3,10.6906004,0.0996,2.985,9.19,6474,1.24,1.15,0.299,4.31,0.21702529,0
Kepler-498 b,1,1,9.61375356,0.0897,3.03,9.43,5744,0.96,0.98,0.172,4.47,0.216659113,0
TOI-824 b,1,1,1.392978,0.02177,2.926,18.467,4600,0.7,0.71,-0.71,4.61,0.216565975,0
Kepler-880 c,1,2,11.8061737,0.1216,2.87,8.6,6900,2.6,1.71,0.666,3.84,0.216536864,0
Kepler-642 b,1,1,4.41745855,0.0589,2.9,8.75,6570,1.66,1.4,0.398,4.14,0.215842913,0
Kepler-820 b,1,1,127.8338098,0.5829,6.09,30.8,6260,1.36,1.23,0.689,4.25,0.215823389,0
Kepler-1068 b,1,1,16.92344113,0.1309,3.63,12.8,5806,1.01,1.01,-0.025,4.43,0.215813485,0
Kepler-277 c,1,2,33.006,0.2129,3.36,64.2,5946,1.69,1.12,0.568,4.03,0.215730581,0
Kepler-1937 b,1,1,9.68859959,0.0943,3.023,9.39,6457,1.2,1.19,0.209,4.36,0.21535129,0
Kepler-1112 b,1,1,14.36267939,0.1239,3.02,9.38,6496,1.54,1.34,0.542,4.19,0.215344811,0
Kepler-219 b,1,3,4.585512,0.057,2.95,9.01,5786,1.49,1.17,0.214,4.16,0.215187236,0
Kepler-368 b,1,2,26.84768,0.186,3.26,10.7,5502,2.02,0.97,0.562,3.9,0.215111479,0
Kepler-956 b,1,1,5.24867263,0.0596,3,9.27,6040,1.15,1.1,0.052,4.36,0.215007422,0
Kepler-708 b,1,1,3.16789194,0.0426,2.93,8.91,5692,0.96,0.97,0.037,4.47,0.214743755,0
Kepler-238 d,1,5,13.233549,0.115,3.07,9.64,5751,1.43,1.06,0.43,4.19,0.214667486,0
Kepler-893 b,1,1,6.33855761,0.0699,3.03,9.43,5820,0.99,1,0.06,4.45,0.214666332,0
Kepler-1721 b,1,1,4.59238005,0.0519,3.119,9.9,5351,0.8,0.89,-0.407,4.58,0.214632448,0
Kepler-1360 b,1,1,40.5286413,0.2866,3.4,11.5,6778,1.83,1.51,0.923,4.09,0.214601319,0
TOI-451 d,2,3,16.364988,0.1208,4.07,15.6,5550,0.88,0.95,-0.189,4.56,0.214534841,0
Kepler-741 b,1,1,7.03902374,0.0744,2.97,9.11,6129,1.24,1.16,0.332,4.31,0.214340641,0
TOI-5704 b,1,1,3.771116,,3.227,10.5,4590,0.76,0.73,-0.639,4.54,0.214196809,0
Kepler-170 b,1,2,7.930592,0.08,3.2,82.6,5679,1.03,1.09,-0.055,4.45,0.214098343,0
Kepler-312 c,1,2,19.747412,0.153,3.15,10.1,6115,1.47,1.23,0.598,4.19,0.213838285,0
Kepler-28 b,1,2,5.9123,0.062,3.6,479.9,4590,0.7,0.75,-0.745,4.29,0.213825097,0
Kepler-223 b,1,4,7.38449,0.0756,2.99,7.4,5803,1.72,1.12,0.371,4.46,0.213691102,0
Kepler-1734 b,1,1,6.7968502,0.0714,3.089,9.74,6061,0.97,1.05,0.144,4.49,0.213592218,0
Kepler-1051 b,1,1,25.96200249,0.1891,3.4,11.5,6675,1.73,1.43,0.524,4.12,0.213498881,0
Kepler-1844 b,1,1,3.92451,0.0478,3.036,9.46,5776,0.85,0.94,0.226,4.55,0.213455325,0
Kepler-750 b,1,2,9.42887179,0.093,3.07,9.64,6160,1.23,1.15,0.344,4.32,0.213358089,0
K2-138 e,1,6,8.26146,0.0782,3.39,12.97,5356.3,0.86,0.94,-0.287,4.54,0.213113733,0
Kepler-472 b,1,1,4.17625551,0.0483,3.22,10.5,4996,0.78,0.85,-0.513,4.59,0.213107025,0
Kepler-521 b,1,1,22.20813214,0.1699,3.18,10.2,6406,1.46,1.34,0.671,4.24,0.213022822,0
K2-348 b,1,2,4.688418,,3.26,10.7,5077,0.85,0.83,-0.388,4.5,0.212561245,0
Kepler-596 b,1,1,21.30022655,0.156,3.46,11.8,6267,1.32,1.21,0.314,4.27,0.212530832,0
Kepler-650 b,1,1,3.03214559,0.0421,2.96,9.06,5849,1.35,1.08,0.284,4.21,0.212434585,0
Kepler-684 b,1,1,6.77030201,0.064,3.36,11.2,5493,0.86,0.89,0.209,4.53,0.212141935,0
Kepler-182 c,1,2,20.684342,0.157,3.43,11.6,6250,1.15,1.16,0.344,4.4,0.21213859,0
Kepler-257 d,1,3,24.664551,0.16,4.95,21.7,5180,1.04,0.85,-0.378,4.36,0.212121739,0
Kepler-739 b,1,1,12.53248465,0.1054,3.32,11,5601,0.9,0.93,0.018,4.51,0.211791755,0
Kepler-222 b,1,3,3.936981,0.048,3.16,10.1,5433,0.87,0.88,-0.338,4.55,0.211452275,0
Kepler-1791 b,1,1,7.72086,0.0761,3.121,9.91,5887,1.18,0.99,0.176,4.29,0.211346898,0
TOI-4010 b,1,4,1.348335,0.0229,3.02,11,4960,0.83,0.88,-0.4,4.54,0.211045602,0
Kepler-619 b,1,3,5.4042722,0.0611,3.16,10.1,5980,1.11,1.09,-0.04,4.38,0.210821454,0
HD 191939 b,1,6,8.8803256,0.0804,3.41,10,5348,0.94,0.81,-0.187,4.3,0.21080475,0
Kepler-154 d,1,5,20.54981883,0.1415,3.84,14.1,5769,0.98,0.98,0.033,4.45,0.210484633,0
Kepler-232 b,1,2,4.431222,0.054,3.08,9.69,5847,0.97,0.97,0.052,4.5,0.210465892,0
Kepler-46 b,1,3,33.60134,0.1968,9.057,1907,5155,0.94,0.9,-0.255,4.45,0.210350842,0
Kepler-1740 b,1,1,8.17240047,0.0779,3.323,11,5705,0.91,0.94,-0.079,4.5,0.210349125,0
HD 110082 b,2,1,10.18271,0.113,3.2,10.3,6200,1.19,1.21,0.281,4.2,0.210282272,0
K2-63 b,1,2,20.257,0.1627,3.22,10.5,6771,1.63,1.4,0.219,4.15,0.209999014,0
K2-10 b,1,1,19.3044,0.137,3.84,27,5620,0.98,0.92,-0.101,4.5,0.209887091,0
Kepler-474 b,1,1,5.66067294,0.0606,3.06,9.59,5785,1.08,0.99,0.417,4.36,0.209631722,0
HD 110113 c,1,2,6.744,0.068,3.23,10.5,5732,0.97,1,-0.032,4.46,0.209095661,0
Kepler-1518 b,1,2,5.11177904,0.0593,3.05,9.53,6846,1.88,1.54,0.691,4.08,0.209057406,0
Kepler-33 c,1,5,13.17562,0.1189,3.2,0.39,5904,1.82,1.29,0.556,4.03,0.208763744,0
Kepler-188 c,1,2,5.996553,0.066,3.19,10.3,6021,1.14,0.98,0.034,4.35,0.208717809,0
Kepler-328 c,1,2,71.312,0.354,5.4,39.4,6064,1.06,1.15,0.44,4.44,0.208365275,0
Kepler-23 c,1,3,10.7421,0.099,3.2,858.1,5760,1.52,1.11,0.362,4,0.208341124,0
TOI-216.01,1,2,34.525528,0.2069,10.1,177.98391,5026,0.75,0.77,-0.442,4.66,0.20832168,0
Kepler-1793 b,1,1,8.77999973,0.0787,3.79,13.8,5191,0.76,0.85,-0.234,4.6,0.20810642,0
Kepler-734 b,1,1,6.10485286,0.0583,3.56,12.4,5326,0.78,0.85,0.374,4.59,0.207536964,0
Kepler-860 b,1,1,5.10137945,0.058,3.24,10.6,5836,1.06,1.04,-0.157,4.4,0.207513647,0
Kepler-536 b,1,1,1.8270823,0.0276,3.1,9.8,5524,0.89,0.92,-0.214,4.51,0.207451961,0
EPIC 249893012 d,1,3,35.747,0.22,3.94,10.18,5430,1.71,1.05,0.356,3.99,0.207360236,0
Kepler-1530 d,1,3,9.20761013,0.0865,3.279,10.8,5678,1.3,1.02,-0.311,4.21,0.206841082,0
Kepler-873 b,1,1,20.5533844,0.1542,3.75,13.5,6163,1.27,1.18,0.134,4.29,0.206824745,0
Kepler-774 b,1,1,11.0895723,0.1114,3.17,10.2,6403,2.42,1.57,0.753,3.87,0.206650922,0
Kepler-656 b,1,2,1.26025909,0.0232,3.12,9.91,5281,0.82,0.86,-0.299,4.56,0.20662018,0
Kepler-340 c,1,2,22.824669,0.178,3.37,11.3,6620,1.85,1.65,0.867,4.06,0.206420857,0
Kepler-1835 b,1,1,11.96409988,0.0997,3.534,12.2,5903,0.96,0.92,0.078,4.44,0.206319073,0
K2-105 b,1,1,8.2669928,0.0833,3.59,30,5636,0.97,1.05,-0.189,4.49,0.205320391,0
Kepler-620 b,1,1,12.91375431,0.1053,3.32,11,6155,1.22,1.15,0.341,4.33,0.205059128,0
K2-19 c,1,3,11.8993,0.0971,4.1,10.8,5322,0.82,0.88,-0.305,4.51,0.205051113,0
Kepler-275 c,1,3,16.088134,0.132,3.38,11.4,6165,1.38,1.16,0.449,4.23,0.204992938,0
NGTS-4 b,1,1,1.3373508,0.019,3.18,20.6,5143,0.84,0.75,-0.353,4.5,0.204426056,0
Kepler-79 c,1,4,27.4029,0.187,3.72,5.9,6174,1.3,1.17,0.342,4.27,0.204351593,0
Kepler-644 b,1,1,3.1739171,0.0466,3.15,10.1,6747,1.81,1.49,0.71,4.09,0.204350639,0
TOI-5542 b,1,1,75.12375,0.332,11.31,419.5335,5700,1.06,0.89,1.057,4.2,0.204243272,0
Kepler-391 b,1,2,7.416755,0.082,3.2,10.3,4940,3.57,1.03,0.623,3.46,0.204031531,0
WD 1856+534 b,3,1,1.4079405,0.0204,10.4,4386.054,4710,0.01,0.52,-4.12,7.92,0.203994916,0
HD 93963 A c,2,2,3.6451398,0.04813,3.228,19.2,5987,1.04,1.11,0.098,4.49,0.203843922,0
K2-370 b,1,1,2.14084,,3.207,10.4,5377,0.97,0.98,-0.127,4.45,0.203810277,0
Kepler-871 b,1,1,22.0459018,0.1572,3.74,13.5,5993,1.14,1.11,0.309,4.37,0.203715945,0
Kepler-724 b,1,1,3.31494634,0.0433,3.29,10.8,5437,0.86,0.9,-0.223,4.53,0.203435582,0
Kepler-1326 b,1,1,42.3514267,0.2743,4.18,16.3,6725,1.74,1.45,0.523,4.12,0.20335537,0
Kepler-95 b,1,1,11.5231,0.1017,3.42,13,5699,1.41,1.08,0.281,4.17,0.203198755,0
Kepler-609 b,1,1,6.52121067,0.0682,3.35,11.2,5971,1.14,1.09,0.065,4.36,0.202825857,0
Kepler-103 b,1,2,15.9653287,0.13223,3.486,9.8,6009,1.49,1.21,0.424,4.16,0.202680799,0
Kepler-1714 b,1,1,10.27530003,0.1047,3.264,10.7,6150,2.09,1.45,0.76,3.96,0.202647256,0
Kepler-305 b,1,4,5.487,0.0571,3.6,10.5,5117,0.8,0.76,-0.423,4.51,0.202379481,0
Kepler-247 c,1,3,9.439452,0.084,4.09,15.7,5100,0.77,0.84,-0.422,4.61,0.202363116,0
Kepler-766 b,1,1,6.10027804,0.066,3.39,11.4,5992,1.15,1.1,0.451,4.36,0.202281287,0
Kepler-318 c,1,2,11.815007,0.105,3.68,13.1,5746,1.19,1.02,0.004,4.33,0.202166431,0
Kepler-160 c,1,3,13.699429,0.1192,3.76,13.6,5471,1.12,0.97,0.004,4.47,0.201860108,0
Kepler-464 b,1,1,7.25696522,0.0765,3.3,10.9,5933,1.59,1.21,0.484,4.11,0.201513042,0
HD 152843 b,1,2,11.6264,0.1053,3.41,11.56,6310,1.43,1.15,0.45,4.19,0.200756479,0
Kepler-1990 b,1,2,1.73513619,0.0286,3.27,10.7,5751,1.07,1.03,0.117,4.39,0.200419508,0
Kepler-79 b,1,4,13.4845,0.117,3.47,10.9,6174,1.3,1.17,0.342,4.27,0.200256292,0
Kepler-728 b,1,1,5.74347727,0.0625,3.34,11.1,5660,0.93,0.95,0.227,4.49,0.200146388,0
Kepler-207 d,1,3,5.868075,0.068,3.31,11,5920,1.59,1.04,0.534,4.13,0.200046041,0
K2-266 b,2,4,0.658524,0.01306,3.3,11.26782,4285,0.7,0.69,-0.823,4.58,0.200021929,0
Kepler-418 b,1,2,86.67856,0.3779,13.45,349.61125,5820,1.09,0.98,0.111,4.35,0.199563189,0
Kepler-827 b,1,1,51.92927591,0.2742,5.63,27,5602,0.91,0.93,0.232,4.5,0.199540235,0
Kepler-1015 b,1,1,16.00494214,0.1396,3.55,12.3,6769,1.81,1.49,0.559,4.09,0.199076797,0
Kepler-1270 b,1,1,6.03356196,0.0663,3.32,11,5047,3.38,1.28,0.713,3.49,0.198767543,0
Kepler-1819 b,1,1,16.48690033,0.1337,3.904,14.5,6090,1.07,1.17,0.086,4.45,0.198732324,0
Kepler-223 c,1,4,9.84564,0.0916,3.44,5.1,5803,1.72,1.12,0.371,4.46,0.198698835,0
Kepler-94 b,1,2,2.50806,0.03106,3.51,10.84,4781,0.76,0.81,-0.613,4.59,0.198482977,0
GJ 3470 b,1,1,3.3366496,0.0355,4.57,13.9,3600,0.55,0.54,-1.538,4.7,0.198374602,0
Kepler-391 c,1,2,20.485435,0.161,3.54,12.3,4940,3.57,1.03,0.623,3.46,0.198374341,0
TOI-3082 b,1,1,1.926907,,3.662,13,4263,0.68,0.66,-0.861,4.62,0.198273626,0
WASP-47 d,1,4,9.03055,0.085,3.567,14.2,5552,1.14,1.04,0.032,4.34,0.197602764,0
Kepler-150 c,1,5,7.381998,0.073,3.69,13.2,5560,0.94,0.94,-0.161,4.47,0.19731887,0
Kepler-1851 b,1,1,12.02289963,0.1016,3.9,14.5,5982,0.88,0.97,0.06,4.54,0.197263122,0
Kepler-92 b,1,3,13.749,0.1174,3.51,64.3,5883,1.7,1.21,0.558,4.05,0.197242138,0
Kepler-335 b,1,2,6.562331,0.075,3.39,11.4,5877,1.85,1.03,0.578,4.02,0.197232524,0
Kepler-541 b,1,1,5.08005848,0.0641,3.36,11.2,6166,2.06,1.41,0.755,3.96,0.197114944,0
LP 714-47 b,1,1,4.052037,0.0417,4.7,30.8,3950,0.58,0.59,-1.125,4.64,0.197012906,0
Kepler-234 c,1,2,7.21205,0.077,3.51,12.1,6224,1.11,1.11,0.24,4.42,0.196876309,0
Kepler-116 b,1,2,5.968734,0.069,3.42,11.6,6142,1.45,1.21,0.421,4.2,0.196678027,0
Kepler-148 c,1,3,4.180043,0.05,3.6,12.6,5272,0.85,0.86,-0.383,4.55,0.196629664,0
Kepler-33 e,1,5,31.7844,0.2138,4.02,5.57,5904,1.82,1.29,0.556,4.03,0.196370852,0
Kepler-1627 b,1,1,7.20283653,0.0643,3.69,13.2,5445,0.84,0.87,-0.303,4.54,0.196368493,0
Kepler-725 b,1,1,39.64317811,0.215,10.63,79.4,5363,0.84,0.88,-0.313,4.54,0.1959868,0
EPIC 249893012 c,1,3,15.624,0.13,3.67,14.67,5430,1.71,1.05,0.356,3.99,0.195815053,0
TOI-132 b,1,1,2.1097019,0.026,3.42,22.4,5397,0.9,0.97,-0.222,4.48,0.19580525,0
Kepler-87 b,1,2,114.73635,0.481,13.49,324.2,5600,1.82,1.1,0.326,3.96,0.195653187,0
EPIC 248847494 b,1,1,3650,4.5,12.442,4131.79,4898,2.7,0.9,0.548,3.52,0.195455703,0
K2-55 b,1,1,2.849258,0.03486,3.82,14,4456,0.63,0.7,-0.784,4.67,0.194997016,0
TOI-1859 b,1,1,63.48347,0.337,9.752,68.6,6341,1.36,1.29,0.477,4.29,0.194896312,0
Kepler-698 b,1,1,16.32976218,0.1255,3.68,13.1,5612,0.91,0.94,0.388,4.5,0.194745099,0
Kepler-232 c,1,2,11.379349,0.101,3.83,14,5847,0.97,0.97,0.052,4.5,0.19450176,0
TOI-1422 b,1,1,12.9972,0.108,3.96,9,5840,1.02,0.98,0.048,4.41,0.194467089,0
AU Mic b,1,2,8.4629991,0.0645,4.07,20.12,3588,0.7,0.5,-1.046,4.39,0.194369333,0
Kepler-36 c,1,2,16.21865,0.1283,3.679,7.13,5979,1.63,1.03,0.51,4.1,0.193860366,0
Kepler-547 b,1,1,6.01038429,0.058,4,15.1,4828,0.73,0.78,-0.555,4.61,0.193831864,0
Kepler-279 b,1,3,12.309681,0.112,3.62,12.8,6363,1.75,1.16,0.519,4.05,0.193781282,0
TOI-849 b,1,1,0.76552414,0.01598,3.444,39.09,5373.8,0.92,0.93,-0.218,4.48,0.193743004,0
K2-43 b,1,2,3.471149,0.03784,4.51,18.5,3840.6,0.54,0.57,-1.212,4.68,0.193581711,0
