"","rowid","pl_controvflag","pl_pnum","pl_orbper","pl_orbpererr1","pl_orbpererr2","pl_orbperlim","pl_orbsmaxlim","pl_radj","pl_radjerr1","pl_radjerr2","pl_radjlim","pl_ttvflag","pl_kepflag","pl_k2flag","pl_nnotes","ra","dec","st_dist","st_disterr1","st_disterr2","st_distlim","st_optmag","st_optmaglim","gaia_gmag","gaia_gmaglim","st_teff","st_tefferr1","st_tefferr2","st_tefflim","st_mass","st_masserr1","st_masserr2","st_masslim","st_rad","st_raderr1","st_raderr2","st_radlim","pl_tranflag","pl_rvflag","pl_imgflag","pl_astflag","pl_omflag","pl_cbflag","pl_rade","pl_radeerr1","pl_radeerr2","pl_radelim","pl_rads","pl_radserr1","pl_radserr2","pl_radslim","pl_trandur","pl_trandurerr1","pl_trandurerr2","pl_trandurlim","pl_tranmid","pl_tranmiderr1","pl_tranmiderr2","pl_tranmidlim","pl_ratrorlim","pl_disc","pl_status","pl_mnum","pl_st_npar","pl_st_nref","st_rah","st_glon","st_glat","st_elon","st_elat","st_plxlim","gaia_plx","gaia_plxerr1","gaia_plxerr2","gaia_plxlim","gaia_dist","gaia_disterr1","gaia_disterr2","gaia_distlim","st_pmra","st_pmraerr","st_pmralim","st_pmdec","st_pmdecerr","st_pmdeclim","st_pm","st_pmerr","st_pmlim","gaia_pmra","gaia_pmraerr","gaia_pmralim","gaia_pmdec","gaia_pmdecerr","gaia_pmdeclim","gaia_pm","gaia_pmerr","gaia_pmlim","st_logg","st_loggerr1","st_loggerr2","st_logglim","st_metfe","st_metfeerr1","st_metfeerr2","st_metfelim","st_nts","st_nplc","st_nglc","st_nrvc","st_naxa","st_nimg","st_nspec","st_j","st_jerr","st_jlim","st_h","st_herr","st_hlim","st_k","st_kerr","st_klim","st_wise1","st_wise1err","st_wise1lim","st_wise2","st_wise2err","st_wise2lim","st_wise3","st_wise3err","st_wise3lim","st_wise4","st_wise4lim","st_photn","st_jmh2","st_jmh2err","st_jmh2lim","st_hmk2","st_hmk2err","st_hmk2lim","st_jmk2","st_jmk2err","st_jmk2lim","st_colorn"
"457",457,0,1,359.51001,0.09,-0.09,0,0,0.51,0.013,-0.018,0,0,0,0,0,260.142944,-19.333746,47.8,0.12,-0.12,0,6.506,0,6.358,0,6090,31,-31,0,1.38,0.14,-0.14,0,1.9,0.04,-0.04,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.76933,0.0034,-0.0063,0,2457144.85864,0.00368,-0.0031,0,0,2007,3,0,44,21,17.34286296,5.034468,9.982396,260.683376,3.787321,0,20.92,0.05,-0.05,0,47.8,0.12,-0.12,0,-137.1,0.1,0,-143.2,0.1,0,198.3,0.1,0,-137.1,0.1,0,-143.2,0.1,0,198.3,0.1,0,4.02,0.04,-0.04,0,0.15,0.09,-0.09,0,1,0,1,0,0,3,0,5.47,0.029,0,5.267,0.029,0,5.149,0.017,0,5.073,0.208,0,4.926,0.087,0,5.123,0.015,0,5.055,0,24,0.203,0.041,0,0.118,0.034,0,0.321,0.034,0,9
"458",458,0,1,521,6.9,-6.9,0,0,0.867,0.04,-0.039,0,0,0,0,0,261.439301,27.303341,95.12,0.23,-0.23,0,7.64,0,7.207,0,4860,38,-38,0,1.3,0.56,-0.56,0,4.5,0.16,-0.16,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.52971,0.01325,-0.0025,0,2455863.11957,0.0023,-0.00256,0,0,2011,3,0,40,16,17.4292867,50.396886,29.866332,258.026648,50.38742,0,10.51,0.02,-0.02,0,95.12,0.23,-0.23,0,44.6,0,0,-57.2,0,0,72.5,0,0,44.6,0,0,-57.2,0,0,72.5,0,0,3.24,0.19,-0.19,0,0.19,0.08,-0.08,0,1,0,1,0,0,3,1,5.758,0.018,0,5.258,0.044,0,5.156,0.027,0,5.151,0.182,0,5.038,0.079,0,5.147,0.015,0,5.093,0,18,0.5,0.048,0,0.102,0.052,0,0.602,0.032,0,6
"459",459,0,1,820.2,14,-14,0,0,0.96,4.87,-2.378,0,0,0,0,0,259.904633,80.136398,294.1,253.4,-174.22,0,5.706,0,5.152,0,4069,30,-30,0,1.8,0.3,-0.3,0,50.3,4.3,-4.3,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.887654,0.0014,-0.00082,0,2457542.52504,0.0688,-0.00228,0,0,2018,3,0,17,13,17.3269755,112.374786,30.577589,97.215835,76.169146,0,3.5,0.06,-0.06,0,285.91,4.61,-4.61,0,18.6,0.1,0,0.8,0.1,0,18.7,0.1,0,18.6,0.1,0,0.8,0.1,0,18.7,0.1,0,1.4,0.1,-0.1,0,-0.2,0.1,-0.1,0,1,0,1,0,0,3,0,3.112,0.218,0,2.364,0.17,0,2.133,0.232,0,12.531,0.088,0,12.364,0.024,0,11.932,0.171,0,9.031,-1,13,0.748,0.276,0,0.231,0.288,0,0.979,0.318,0,6
"460",460,0,2,12.62,0.004,-0.004,0,0,0.14,0.007,-0.005,0,0,0,0,0,263.339783,5.700733,73.46,0.23,-0.23,0,8.646,0,8.512,0,6123,65,-65,0,1.12,0.03,-0.03,0,1.12,0.05,-0.05,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.1649,0.002317,-0.000904,NA,2456459.59957,0.0082,-0.00127,NA,NA,2013,3,0,16,11,17.55598551,29.076703,19.949825,262.420199,28.964949,0,13.61,0.04,-0.04,0,73.46,0.23,-0.23,0,-54.9,0.1,0,21.8,0.1,0,59.1,0.1,0,-54.9,0.1,0,21.8,0.1,0,59.1,0.1,0,4.55,0.11,-0.11,0,0.05,0.04,-0.04,0,1,0,1,0,0,3,0,7.581,0.018,0,7.351,0.024,0,7.297,0.021,0,7.253,0.037,0,7.298,0.021,0,7.299,0.018,0,7.151,0,13,0.23,0.03,0,0.054,0.032,0,0.284,0.028,0,5
"461",461,0,2,248.4,4.9,-4.9,0,0,0.162,0.006,-0.018,0,0,0,0,0,263.339783,5.700733,73.46,0.23,-0.23,0,8.646,0,8.512,0,6123,65,-65,0,1.12,0.03,-0.03,0,1.12,0.05,-0.05,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.3655,0.01625,-0.000862,NA,2455701.33646,0.00938,-0.00118,NA,NA,2013,3,0,16,11,17.55598551,29.076703,19.949825,262.420199,28.964949,0,13.61,0.04,-0.04,0,73.46,0.23,-0.23,0,-54.9,0.1,0,21.8,0.1,0,59.1,0.1,0,-54.9,0.1,0,21.8,0.1,0,59.1,0.1,0,4.55,0.11,-0.11,0,0.05,0.04,-0.04,0,1,0,1,0,0,3,0,7.581,0.018,0,7.351,0.024,0,7.297,0.021,0,7.253,0.037,0,7.298,0.021,0,7.299,0.018,0,7.151,0,13,0.23,0.03,0,0.054,0.032,0,0.284,0.028,0,5
"462",462,0,2,1184.1,7.1,-7.1,0,0,1.07,0.121,-0.027,0,0,0,0,0,264.748016,-43.145515,55.94,0.17,-0.17,0,7.24,0,7.046,0,5534,136,-143,0,1.19,0.2,NA,0,2.13,0.02,-0.05,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.675962,0.003108,-0.014,0,2455528.86774,0.00291,-0.003,0,0,2006,3,0,57,27,17.64986776,347.174666,-6.313158,265.930055,-19.780396,0,17.88,0.05,-0.05,0,55.94,0.17,-0.17,0,-230.5,0.1,0,-167.8,0.1,0,285.1,0.1,0,-230.5,0.1,0,-167.8,0.1,0,285.1,0.1,0,3.92,0.04,-0.05,0,0.18,0.07,-0.07,0,2,0,1,1,0,3,3,5.941,0.021,0,5.567,0.026,0,5.535,0.024,0,5.492,0.164,0,5.346,0.053,0,5.522,0.015,0,5.473,0,17,0.374,0.033,0,0.032,0.035,0,0.406,0.032,0,10
"463",463,0,2,351,1.1,-1.1,0,0,0.955,0.015,-0.018,0,0,0,0,0,264.748016,-43.145515,55.94,0.17,-0.17,0,7.24,0,7.046,0,5534,100,-97.3,0,1.19,0.07,NA,0,2.13,0.13,-0.05,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999654,0.014,-0.0017,0,2455954.58576,0.0095,-0.00129,0,0,2012,3,0,46,27,17.64986776,347.174666,-6.313158,265.930055,-19.780396,0,17.88,0.05,-0.05,0,55.94,0.17,-0.17,0,-230.5,0.1,0,-167.8,0.1,0,285.1,0.1,0,-230.5,0.1,0,-167.8,0.1,0,285.1,0.1,0,3.92,0.02,-0.02,0,-0.02,0.1,-0.099,0,2,0,1,1,0,3,3,5.941,0.021,0,5.567,0.026,0,5.535,0.024,0,5.492,0.164,0,5.346,0.053,0,5.522,0.015,0,5.473,0,17,0.374,0.033,0,0.032,0.035,0,0.406,0.032,0,10
"464",464,0,2,577.2,2.5,-2.5,0,0,0.167,0.005,-0.004,0,0,0,0,0,5.13133,30.974804,89.03,0.37,-0.37,0,7.52,0,7.257,0,4915,100,-100,0,1.33,0.09,-0.09,0,3.49,0.22,-0.22,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.958,0.0013,-0.0046,0,2454923.9138,0.00149,-0.0054,0,0,2015,3,0,40,16,0.34208864,115.166225,-31.43034,17.854797,26.211697,0,11.23,0.05,-0.05,0,89.03,0.37,-0.37,0,84.8,0.1,0,59.3,0.1,0,103.5,0.1,0,84.8,0.1,0,59.3,0.1,0,103.5,0.1,0,3.46,0.01,-0.01,0,0.22,0.06,-0.06,0,3,0,1,2,0,3,2,5.85,0.027,0,5.375,0.033,0,5.272,0.02,0,11.949,0.14,0,11.699,0.047,0,11.589,0.139,0,8.568,0,16,0.475,0.043,0,0.103,0.039,0,0.578,0.034,0,7
"465",465,0,2,2149,16,-16,0,0,0.947,0.007,-0.009,0,0,0,0,0,5.13133,30.974804,89.03,0.37,-0.37,0,7.52,0,7.257,0,4915,200.38,-120.74,0,1.33,0.09,-0.09,0,3.49,0.22,-0.22,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.76933,0.0013,-0.002688,0,2454743.0419,0.0071,-0.00167,0,0,2015,3,0,35,16,0.34208864,115.166225,-31.43034,17.854797,26.211697,0,11.23,0.05,-0.05,0,89.03,0.37,-0.37,0,84.8,0.1,0,59.3,0.1,0,103.5,0.1,0,84.8,0.1,0,59.3,0.1,0,103.5,0.1,0,3.45,0.02,-0.02,0,0.22,0.08,-0.111,0,3,0,1,2,0,3,2,5.85,0.027,0,5.375,0.033,0,5.272,0.02,0,5.262,0.128,0,5.045,0.047,0,5.515,0.014,0,5.336,0,16,0.475,0.043,0,0.103,0.039,0,0.578,0.034,0,7
"466",466,0,4,643.25,0.9,-0.9,0,0,0.691,0.139,-0.16,0,0,0,0,0,266.036255,-51.834053,15.61,0.03,-0.03,0,5.15,0,4.905,0,4978,66,-60,0,1.08,0.01,NA,0,0.74,0.05,-0.02,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.503,0.0016,-0.01237,0,2455080.92661,0.00152,-0.00069,0,0,2000,3,0,89,44,17.73575033,340.060663,-11.498059,267.215779,-28.433064,0,64.08,0.12,-0.12,0,15.61,0.03,-0.03,0,-15.3,0.2,0,-190.9,0.2,0,191.5,0.2,0,-15.3,0.2,0,-190.9,0.2,0,191.5,0.2,0,4.43,0.1,-0.1,0,0.24,0.03,-0.03,0,7,0,1,6,0,4,0,4.158,0.284,0,3.724,0.206,0,3.683,0.246,0,3.592,0.354,0,3.272,0.273,0,3.579,0.013,0,3.568,0,32,0.434,0.351,0,0.041,0.321,0,0.475,0.376,0,18
"467",467,0,4,4205.8,758.9,-758.9,0,0,0.145,0.029,-0.028,0,0,0,0,1,266.036255,-51.834053,15.61,0.03,-0.03,0,5.15,0,4.905,0,4934,100,-100,0,1.08,0.05,NA,0,1.12,0.09,-0.04,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.31354,0.001146,-0.0015,NA,2458325.504,2e-04,-0.00546,NA,NA,2004,3,0,75,44,17.73575033,340.060663,-11.498059,267.215779,-28.433064,0,64.08,0.12,-0.12,0,15.61,0.03,-0.03,0,-15.3,0.2,0,-190.9,0.2,0,191.5,0.2,0,-15.3,0.2,0,-190.9,0.2,0,191.5,0.2,0,4.36,0.05,-0.05,0,0.24,0.127,-0.14,0,7,0,1,6,0,4,0,4.158,0.284,0,3.724,0.206,0,3.683,0.246,0,3.592,0.354,0,3.272,0.273,0,3.579,0.013,0,3.568,0,32,0.434,0.351,0,0.041,0.321,0,0.475,0.376,0,18
"468",468,0,4,9.6386,0.0015,-0.0015,0,0,0.135,0.011,-0.004,0,0,0,0,1,266.036255,-51.834053,15.61,0.03,-0.03,0,5.15,0,4.905,0,4892,200.38,-146,0,1.08,0.6,NA,0,1.06,0.06,-0.02,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.1872,0.00713,-0.003233,NA,2455624.267096,0.00046,-0.0105,NA,NA,2004,3,0,76,44,17.73575033,340.060663,-11.498059,267.215779,-28.433064,0,64.08,0.12,-0.12,0,15.61,0.03,-0.03,0,-15.3,0.2,0,-190.9,0.2,0,191.5,0.2,0,-15.3,0.2,0,-190.9,0.2,0,191.5,0.2,0,4.42,0.03,-0.03,0,0.24,0.04,-0.041,0,7,0,1,6,0,4,0,4.158,0.284,0,3.724,0.206,0,3.683,0.246,0,3.592,0.354,0,3.272,0.273,0,3.579,0.013,0,3.568,0,32,0.434,0.351,0,0.041,0.321,0,0.475,0.376,0,18
"469",469,0,4,310.55,0.83,-0.83,0,0,0.21,0.049,-0.054,0,0,0,0,1,266.036255,-51.834053,15.61,0.03,-0.03,0,5.15,0,4.905,0,4928,70.4,-75,0,1.08,0.06,NA,0,0.89,0.02,-0.02,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.3108,0.03408,-0.00177,NA,2455434.376,0.00177,-0.00122,NA,NA,2006,3,0,68,44,17.73575033,340.060663,-11.498059,267.215779,-28.433064,0,64.08,0.12,-0.12,0,15.61,0.03,-0.03,0,-15.3,0.2,0,-190.9,0.2,0,191.5,0.2,0,-15.3,0.2,0,-190.9,0.2,0,191.5,0.2,0,4.53,0.1,-0.1,0,0.22,0.13,-0.211,0,7,0,1,6,0,4,0,4.158,0.284,0,3.724,0.206,0,3.683,0.246,0,3.592,0.354,0,3.272,0.273,0,3.579,0.013,0,3.568,0,32,0.434,0.351,0,0.041,0.321,0,0.475,0.376,0,18
"470",470,0,1,75.523,0.055,-0.055,0,0,0.235,0.002,-0.009,0,0,0,0,0,38.833035,-3.560602,37.83,0.08,-0.08,0,6.83,0,6.658,0,5757,9,-9,0,1.11,0.06,-0.06,0,1.48,0.02,-0.02,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.311,0.002408,-0.002633,0,2458325.504,0.000821,-0.0034,0,0,2000,3,0,54,31,2.58886897,173.939962,-55.77853,35.251584,-17.813848,0,26.44,0.06,-0.06,0,37.83,0.08,-0.08,0,-155.6,0.1,0,-438,0.1,0,464.8,0.1,0,-155.6,0.1,0,-438,0.1,0,464.8,0.1,0,4.14,0.02,-0.02,0,0.13,0.2,-0.2,0,3,0,1,2,0,3,3,5.679,0.021,0,5.346,0.04,0,5.266,0.022,0,5.217,0.164,0,5.005,0.067,0,5.263,0.015,0,5.218,0,19,0.333,0.045,0,0.08,0.046,0,0.413,0.03,0,6
"471",471,0,1,990,20,-20,0,0,1.15,0.056,-0.054,0,0,0,0,0,39.257961,42.062634,59.96,0.25,-0.25,0,7.282,0,7.129,0,5981,17,-17,0,1.63,0.14,-0.14,0,1.72,0.03,-0.03,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.52971,0.003108,-0.0045833,0,2454595.6144,0.0026,-0.00183,0,0,2009,3,0,55,17,2.61719742,143.08397,-16.639863,50.507067,25.326833,0,16.68,0.07,-0.07,0,59.96,0.25,-0.25,0,-38.8,0.1,0,-41.3,0.1,0,56.7,0.1,0,-38.8,0.1,0,-41.3,0.1,0,56.7,0.1,0,4.18,0.03,-0.03,0,0.3,0.113,-0.11,0,2,0,1,1,0,3,0,6.166,0.039,0,5.922,0.029,0,5.853,0.021,0,5.896,0.114,0,5.778,0.049,0,5.88,0.014,0,5.813,0,15,0.244,0.049,0,0.069,0.036,0,0.313,0.044,0,7
"472",472,0,1,8.4282,5.6e-05,-5.6e-05,0,0,1.074,0.069,-0.071,0,0,0,0,0,267.659821,-40.318348,30.85,0.07,-0.07,0,9.1,0,8.759,0,4723,71,-71,0,0.42,0.18,-0.18,0,0.75,0.03,-0.03,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.11452,0.004,-0.0013,0,2455392.31659,0.000985,-0.0014,0,0,2002,3,0,49,22,17.84398804,350.738993,-6.726065,268.135415,-16.894202,0,32.41,0.07,-0.07,0,30.85,0.07,-0.07,0,20.3,0.1,0,-25.3,0.1,0,32.4,0.1,0,20.3,0.1,0,-25.3,0.1,0,32.4,0.1,0,4.31,0.18,-0.18,0,-0.1,0.3,-0.2,0,2,0,1,1,0,3,0,7.175,0.021,0,6.649,0.027,0,6.539,0.024,0,6.47,0.07,0,6.452,0.022,0,6.473,0.015,0,6.502,0,16,0.526,0.034,0,0.11,0.036,0,0.636,0.032,0,10
"473",473,0,2,75.2203,0.0094,-0.0094,0,0,0.167,0.027,-0.027,0,0,0,0,0,268.418732,56.391956,67.92,0.16,-0.16,0,8,0,7.813,0,5522,82.41,-75.08,0,1.12,0.03,NA,0,1.76,0.03,-0.03,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.5065,0.003279,-0.00575,0,2456652.71245,0.002087,-0.000345,0,0,2010,3,0,47,16,17.89458211,84.613797,30.172995,265.049996,79.804073,0,14.72,0.04,-0.04,0,67.92,0.16,-0.16,0,-75.8,0.1,0,119.6,0.1,0,141.6,0.1,0,-75.8,0.1,0,119.6,0.1,0,141.6,0.1,0,3.97,0.02,-0.03,0,0.11,0.12,-0.1,0,2,0,1,1,0,3,3,6.648,0.018,0,6.342,0.018,0,6.271,0.02,0,6.224,0.093,0,6.21,0.026,0,6.255,0.015,0,6.219,0,15,0.306,0.025,0,0.071,0.027,0,0.377,0.027,0,9
"474",474,0,2,1272,4.4,-4.4,0,0,1.04,0.06,-0.062,0,0,0,0,0,268.418732,56.391956,67.92,0.16,-0.16,0,8,0,7.813,0,5522,18,-22,0,1.12,0.05,NA,0,1.76,0.18,-0.25,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.887654,0.0043,-7e-04,0,2457508.37019,0.00335,-0.000854,0,0,2010,3,0,47,16,17.89458211,84.613797,30.172995,265.049996,79.804073,0,14.72,0.04,-0.04,0,67.92,0.16,-0.16,0,-75.8,0.1,0,119.6,0.1,0,141.6,0.1,0,-75.8,0.1,0,119.6,0.1,0,141.6,0.1,0,3.97,0.15,-0.15,0,0.32,0.08,-0.09,0,2,0,1,1,0,3,3,6.648,0.018,0,6.342,0.018,0,6.271,0.02,0,6.224,0.093,0,6.21,0.026,0,6.255,0.015,0,6.219,0,15,0.306,0.025,0,0.071,0.027,0,0.377,0.027,0,9
"475",475,0,1,17.24,0.01,-0.01,0,0,1.02,6.148,-2.9,0,0,0,0,1,39.244198,-34.577976,25.41,0.04,-0.04,0,5.78,0,5.594,0,6182,50,-39.79,0,1.2,0.04,NA,0,1.07,4.2,-4.84,NA,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.1366,0.0075,-0.003425,0,2455080.92661,0.00073,-0.0013,0,0,2008,3,0,31,32,2.61627986,237.693025,-66.237788,21.575197,-46.709695,0,39.35,0.05,-0.05,0,25.41,0.04,-0.04,0,-18.5,0.1,0,-258.9,0.1,0,259.5,0.1,0,-18.5,0.1,0,-258.9,0.1,0,259.5,0.1,0,4.42,0.05,-0.04,NA,0.06,0.06,-0.06,0,3,0,1,2,0,3,0,4.596,0.238,0,4.185,0.234,0,4.246,0.018,0,4.1,0.327,0,3.868,0.113,0,4.258,0.014,0,4.204,0,29,0.411,0.334,0,-0.061,0.235,0,0.35,0.239,0,19
"476",476,0,1,280.17,0.82,-0.82,0,0,1.145,0.004,-0.006,0,0,0,0,0,270.380127,0.104556,53.19,0.14,-0.14,0,8.1,0,7.956,0,5859,40,-36.77,0,1.12,0.19,-0.19,0,1.11,0.06,-0.06,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.3108,0.001283,-0.002942,0,2454576.2156,0.0014,-0.00472,0,0,2010,3,0,34,18,18.0253418,27.263636,11.136603,270.414642,23.5433,0,18.8,0.05,-0.05,0,53.19,0.14,-0.14,0,-7.9,0.1,0,-20.4,0.1,0,21.8,0.1,0,-7.9,0.1,0,-20.4,0.1,0,21.8,0.1,0,4.38,0.18,-0.19,0,0.2,0.147,-0.14,0,2,0,1,1,0,3,1,6.938,0.03,0,6.665,0.061,0,6.586,0.021,0,6.594,0.08,0,6.545,0.024,0,6.582,0.016,0,6.593,0,14,0.273,0.068,0,0.079,0.065,0,0.352,0.037,0,12
"477",477,0,1,40,0.24,-0.24,0,0,0.74,0.02,-0.013,0,0,0,0,0,270.162048,29.571922,28.28,0.02,-0.02,0,7.1,0,6.895,0,5790,40,-40,0,0.99,0.03,-0.03,0,1.1,0.05,-0.12,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.40146,0.00375,-0.0091,NA,2457083.660459,0.00664,-0.0036,NA,NA,2015,3,0,25,20,18.01080322,55.466792,23.276944,270.234251,53.011082,0,35.36,0.03,-0.03,0,28.28,0.02,-0.02,0,-139.1,0,0,173.5,0,0,222.4,0,0,-139.1,0,0,173.5,0,0,222.4,0,0,4.44,0.05,-0.05,0,-0.04,0.08,-0.08,0,1,0,1,0,0,3,0,5.864,0.019,0,5.539,0.02,0,5.482,0.021,0,5.496,0.159,0,5.375,0.058,0,5.51,0.014,0,5.485,0,21,0.325,0.028,0,0.057,0.029,0,0.382,0.028,0,10
"478",478,0,1,641.472,10.129,-10.129,0,0,0.235,0.01,-0.009,0,0,0,0,0,270.7789,-28.560644,39.41,0.1,-0.1,0,9.7,0,9.328,0,4684,135,-37,0,0.77,0.04,-0.04,0,0.74,0.01,-0.03,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.3108,0.0025,-0.001842,0,2455624.267096,0.00092,-0.00241,0,0,2009,3,0,24,18,18.05192668,2.263568,-3.118567,270.686856,-5.12321,0,25.38,0.06,-0.06,0,39.41,0.1,-0.1,0,-34.8,0.1,0,-41.7,0.1,0,54.3,0.1,0,-34.8,0.1,0,-41.7,0.1,0,54.3,0.1,0,4.45,0.06,-0.06,0,0.03,0.03,-0.03,0,2,0,1,1,0,3,0,7.784,0.024,0,7.306,0.038,0,7.169,0.02,0,7.102,0.04,0,7.194,0.022,0,7.203,0.029,0,7.091,0,14,0.478,0.045,0,0.137,0.043,0,0.615,0.031,0,9
"479",479,0,2,1155,23,-23,0,0,1.05,0.004,-0.005,0,0,0,0,0,270.628601,26.313002,22.13,0.27,-0.27,0,6.99,0,6.786,0,5372,12,-12,0,0.76,0.06,-0.06,0,0.97,0.01,-0.01,0,0,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,0,0.55875,8.21e-05,-0.01229,0,2454238.9743,0.00358,-0.007,0,0,2005,3,0,60,30,18.04190674,52.297843,21.785742,270.872099,49.75039,0,45.42,0.03,-0.03,0,22.02,0.02,-0.02,0,389.7,0,0,-602.3,0,0,717.4,0,0,389.7,0,0,-602.3,0,0,717.4,0,0,4.35,0.03,-0.03,0,0.17,0.28,-0.3,0,2,0,1,1,0,4,6,5.553,0.025,0,5.203,0.017,0,5.113,0.02,0,5.118,0.143,0,5.018,0.088,0,5.164,0.015,0,5.108,0,21,0.35,0.03,0,0.09,0.026,0,0.44,0.032,0,11
"480",480,0,2,75.765,0.058,-0.056,0,0,0.233,0.004,-0.007,0,0,0,0,0,270.628601,26.313002,22.13,0.27,-0.27,0,6.99,0,6.786,0,5372,12,-12,0,0.76,0.06,-0.06,0,0.97,0.01,-0.01,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.292529,8e-04,-0.0043,NA,2454595.6144,0.000888,-0.00149,NA,NA,2016,3,0,49,30,18.04190674,52.297843,21.785742,270.872099,49.75039,0,45.42,0.03,-0.03,0,22.02,0.02,-0.02,0,389.7,0,0,-602.3,0,0,717.4,0,0,389.7,0,0,-602.3,0,0,717.4,0,0,4.35,0.03,-0.03,0,0.17,0.19,-0.2,0,2,0,1,1,0,4,6,5.553,0.025,0,5.203,0.017,0,5.113,0.02,0,5.118,0.143,0,5.018,0.088,0,5.164,0.015,0,5.108,0,21,0.35,0.03,0,0.09,0.026,0,0.44,0.032,0,11
"481",481,0,1,434.5,2.1,-2.1,0,0,1.39,0.02,-0.013,0,0,0,0,0,271.488953,-29.917253,64.98,7.26,-7.26,0,9.36,0,9.214,0,5426,100,-100,0,1.02,0.05,-0.05,0,0.95,0.11,-0.11,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.472,0.003892,-0.003,NA,2457140.72062,0.00054,-0.00155,NA,NA,2016,3,0,16,16,18.09926351,1.378883,-4.320605,271.29882,-6.484675,0,15.75,0.05,-0.05,0,63.47,0.22,-0.22,0,76.9,0.1,0,-1.5,0.1,0,77,0.1,0,76.9,0.1,0,-1.5,0.1,0,77,0.1,0,4.49,0.11,-0.11,0,0.09,0.1,-0.1,0,1,0,1,0,0,3,0,8.027,0.023,0,7.69,0.042,0,7.584,0.02,0,7.524,0.026,0,7.597,0.02,0,7.621,0.019,0,7.936,0,14,0.337,0.048,0,0.106,0.047,0,0.443,0.03,0,9
"482",482,0,1,270,0.8,-0.9,0,0,1.15,0.05,-0.059,0,0,0,0,0,5.218085,-19.931225,118.31,0.68,-0.68,0,8.17,0,8.051,0,6317,44,-44,0,1.5,0.07,-0.07,0,1.93,0.49,-0.49,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.999654,0.0039,-0.004,NA,2456896.02618,0.00481,-0.00756,NA,NA,2015,3,0,17,14,0.34787235,77.110598,-79.961651,356.506464,-20.29,0,8.45,0.05,-0.05,0,118.31,0.68,-0.68,0,-8.5,0.1,0,-59.6,0.1,0,60.2,0.1,0,-8.5,0.1,0,-59.6,0.1,0,60.2,0.1,0,4.06,0.06,-0.06,0,0.37,0.04,-0.04,0,1,0,1,0,0,3,0,7.269,0.035,0,7.063,0.042,0,6.964,0.022,0,6.882,0.073,0,6.932,0.02,0,6.989,0.017,0,6.917,0,15,0.206,0.055,0,0.099,0.047,0,0.305,0.041,0,9
"483",483,0,1,5144,705,-467,0,0,0.66,0.05,-0.059,0,0,0,0,0,273.498657,-42.575375,45.19,0.09,-0.09,0,9.344,0,9.069,0,5127,52,-52,0,0.81,0.02,-0.02,0,0.61,0.17,-0.08,NA,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.4212,0.00309,-0.0039,NA,2456986.1918,0.0013,-0.0054,NA,NA,2012,3,0,21,15,18.23324382,350.82197,-11.648128,272.726941,-19.169196,0,22.13,0.04,-0.04,0,45.19,0.09,-0.09,0,36.1,0.1,0,-80.1,0.1,0,87.9,0.1,0,36.1,0.1,0,-80.1,0.1,0,87.9,0.1,0,4.43,0.08,-0.08,0,-0.09,0.03,-0.03,0,1,0,1,0,0,3,0,7.752,0.021,0,7.414,0.055,0,7.246,0.024,0,7.186,0.037,0,7.256,0.019,0,7.246,0.018,0,7.215,0,13,0.338,0.059,0,0.168,0.06,0,0.506,0.032,0,8
